,Date,GameID,Season,M/F,Team1,Team2,Score1,Score2,Player1Team1,Player2Team1,Player3Team1,Player4Team1,Player5Team1,Player6Team1,Player7Team1,Player8Team1,Player9Team1,Player10Team1,Player11Team1,Player12Team1,Player13Team1,Player14Team1Player1Team2,Player2Team2,Player3Team2,Player4Team2,Player5Team2,Player6Team2,Player7Team2,Player8Team2,Player9Team2,Player10Team2,Player11Team2,Player12Team2,Player13Team2,Player14Team2,Player14Team1,Player1Team2
0,2020/12/20,1045.0,2020/2021,M,United Volleys Frankfurt,Volleyball Bisons Bühl,3,1,Imhoff Facundo,Tsuiki Satoshi,Baxpöhler Noah,Reinhardt Jonas,Grozer Tim,Schöps Jochen,Malescha Daniel,Schmidgall Mario,Quiroga Rodrigo,Valkiers Matthias,Lauter Philipp,-,-,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,-,Szabó Alpár
1,2020/11/04,1001.0,2020/2021,M,Volleyball Bisons Bühl,TSV Unterhaching,3,0,Thiel Stefan,Lind Jonas,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Röhrs Erik,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Severin,Brandt Niklas,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Paduretu Eric,Chefai Mohamed,-,Suck Fabian
2,2021/01/23,1065.0,2020/2021,M,VfB Friedrichshafen,TSV Unterhaching,3,0,Worsley Joseph,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Bonin Ben-Simon,Weber Linus,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,-,-,,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Severin,Brandt Niklas,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Paduretu Eric,Chefai Mohamed,-,Suck Fabian
3,2020/10/03,2002.0,2020/2021,F,NawaRo Straubing,Schwarz-Weiß Erfurt,3,1,Provaroni Claudia,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Szaboova Sandra,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,-,-,-,,Kovac Sara,Reinisch Paula,Krause Sabrina,Petter Michelle,Stauß Mia Anna,Lenz Sindy,Michel Tosi Victoria,Gross Jasmine,Barthel Meghan,Maase Rica,Cole Madelyn,-,-,-,Palmer Madeline
4,2020/10/29,2019.0,2020/2021,F,Rote Raben Vilsbiburg,NawaRo Straubing,3,0,Dammer Simona,Keller Luisa,Brisebois Danielle,Möller Onno,Glaab Corina,Schoot Myrthe Mathilde,Bock Josepha,Conaway Alexis,Haneline Kayla,Taylor Nikki Leialoha,Guilliams Jodie,-,-,,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Szaboova Sandra,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,Gryka Magdalena,-,-,-,-,Provaroni Claudia
5,2019/10/27,1021.0,2019/2020,M,BERLIN RECYCLING Volleys,TSV Unterhaching,3,0,Kowalski Adam,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,-,,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Tille Johannes,Apfelbach Karl,Hopt Jannis,-,-,-,Jarvis Jared
6,2020/11/01,2027.0,2020/2021,F,USC Münster,Allianz MTV Stuttgart,1,3,Bock Linda,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,-,-,,Segura Palleres Maria,Lohuis Juliët,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,Todorova Mira,-,-,-,Koskelo Roosa
7,2020/11/14,2034.0,2020/2021,F,VfB Suhl LOTTO Thüringen,USC Münster,3,0,Harbin Danielle,Müller Sabrina,Meis Lisanne,Boom Dagmar,Mohler Blake,Sunjic Jelena,de Zwart Laura,Steger Claudia,Lohmann Elisa,Pallag Agnes,-,-,-,,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Kildau Erika,Lacerda Pereira Heloiza,Mohr Pia,Kirchhoff Mia,-,Bock Linda
8,2019/11/16,1040.0,2019/2020,M,WWK Volleys Herrsching,WWK Volleys Herrsching,3,1,Ilic Dorde,Stöhr Tim,Peter Tim,Tille Johannes,Tille Ferdinand,Kaminski Jonas,van Werkhoven Mart,Engelmann Linus,Mantha Jori Alexander,Penrose Jalen,-,-,-,,Sagstetter Jonas,Watanabe Shunsuke,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Antony Carlos,-,-,-,Peta Mircea Paul
9,2020/12/09,2057.0,2020/2021,F,USC Münster,Ladies in Black Aachen,3,1,Bock Linda,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,-,-,,Kicka Kristina,Haynes Madeline,Lavickyte Rugile,Sorbo Live,Poll Jana Franziska,Olimstad Emilie,Timmerman Eline,Herelova Nina,Cesar Annie,Schwertmann Leonie,-,-,-,-,Hindriksen Mareike
10,2020/12/05,1032.0,2020/2021,M,WWK Volleys Herrsching,SWD powervolleys DÜREN,1,3,Ilic Dorde,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Mantha Jori Alexander,Penrose Jalen,Tille Johannes,-,-,,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,Deshane Jordan,-,-,Batanov Ivan
11,2019/10/11,2029.0,2019/2020,F,VC Wiesbaden,Ladies in Black Aachen,0,3,Oud Nynke,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Welsch Laurenz,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,-,-,,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,Bernard Manon,-,-,-,-,Agbortabi Vanessa
12,0000/00/00,2007.0,-1/0,F,VfB Suhl LOTTO Thüringen,SSC Palmberg Schwerin,1,3,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Valkova Katerina,Agost Taylor,-,-,-,,Barber Nele,Pogany Anna,Bongaerts Britt,Drewniok Kimberly,Oude Luttikhuis Nicole,Hanke Denise,Dumancic Beta,Barfield Lauren,Adams Mckenzie,Jatzko Romy,Schölzel Marie,Ambrosius Lea,-,-,Szakmáry Greta
13,2019/21/12,1062.0,2019/2020,M,SWD powervolleys DÜREN,VfB Friedrichshafen,3,0,Batanov Ivan,Broshog Tim,Zachrich Jaromir,Schumann Philipp,Bann Blair,Andrae Björn,Bogachev Egor,Brand Tobias,Burggräf Eric,Gevert Sebastián,Maase Lukas,-,-,,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Steuerwald Markus,Gjorgiev Nikola,Schmidt Brendan,-,-,-,Worsley Joseph
14,2019/11/18,1042.0,2019/2020,M,Helios GRIZZLYS Giesen,VfB Friedrichshafen,2,3,Ringseis Florian,Richards Jordan Benjamin,Gross Jasmine,Gärtner Moritz,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Staples Max William,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Steuerwald Markus,Gjorgiev Nikola,Schmidt Brendan,-,-,-,Worsley Joseph
15,2021/01/30,1068.0,2020/2021,M,WWK Volleys Herrsching,Netzhoppers KW-Bestensee,3,0,Ilic Dorde,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Penrose Jalen,-,-,,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,-,-,Keturakis Byron
16,2020/12/06,1219.0,2020/2021,M,VCO Berlin,TSV Unterhaching,2,3,Kersting Maximilian,Eckardt Moritz,Hosch Tobias,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Lind Jonas,Hüther Franz,Schulz Max,Just Maximilian,Reusch Johann,Breburda Jan,,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Paduretu Eric,Chefai Mohamed,-,-,-,Suck Fabian
17,2021/01/21,2093.0,2020/2021,F,Allianz MTV Stuttgart,USC Münster,3,1,Koskelo Roosa,Segura Palleres Maria,Lohuis Juliët,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,-,,Nelson Taylor Kaera,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Kildau Erika,Lacerda Pereira Heloiza,Kirchhoff Mia,-,-,-,Bock Linda
18,2020/12/13,1201.0,2020/2021,M,Volleyball Bisons Bühl,VCO Berlin,3,1,Szabó Alpár,Stöhr Tim,Thiel Stefan,Lind Jonas,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,,Eckardt Moritz,No Match,Möller Onno,Röhrs Erik,Hoyer Julian,John Filip,Lind Jonas,Hüther Franz,Schulz Max,No Match,Cole Madelyn,Brentel Jannik,-,-,Kersting Maximilian
19,2020/01/15,2068.0,2019/2020,F,SC Potsdam,Dresdner SC,3,0,Nichol Valerie,Wilczek Natalie,Abercrombie Brittany,Medic Sofija,Stautz Antonia,Escamilla Ana,Schulz Max,Grundt Lena,Hölzig Annegret,Imoudu Denise,Jegdic Aleksandra,-,-,,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,Straube Sarah,-,Dürr Lenka
20,2019/13/11,2031.0,2019/2020,F,VfB Suhl LOTTO Thüringen,VC Wiesbaden,2,3,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Michel Tosi Victoria,Valkova Katerina,Agost Taylor,-,-,-,,Großer Tanja,Wilczek Natalie,Hetmann Selma Theresa,Welsch Laurenz,Vyklická Klara,Neuhaus Frauke,Wesser Julia,Dugan Shannon,Vedder Lena,Bjerland Renate,Bock Linda,-,-,-,Oud Nynke
21,2021/01/16,1012.0,2020/2021,M,VfB Friedrichshafen,SWD powervolleys DÜREN,3,0,Worsley Joseph,Aylsworth Avery,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Lopez Tomas,Weber Linus,Steuerwald Markus,Maase Lukas,Fiel Rodriguez David,,Broshog Tim,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,Deshane Jordan,-,Batanov Ivan
22,2020/01/25,2080.0,2019/2020,F,Ladies in Black Aachen,Dresdner SC,2,3,Agbortabi Vanessa,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Jasper Hester,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,-,-,-,,Cyris Emma,Rolfzen Kadie,de Zwart Laura,Strubbe Monique,Keller Luisa,Stigrot Lena,Kapur Milorad,Kästner Pia,Radosova Nikola,Mrdak Ivana,King Brie Joy,Weitzel Camilla,Straube Sarah,-,Dürr Lenka
23,2020/01/18,1074.0,2019/2020,M,Netzhoppers KW-Bestensee,SWD powervolleys DÜREN,3,1,Herr Luke Thomas A.,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,-,-,,Broshog Tim,Zachrich Jaromir,Schumann Philipp,Bann Blair,Brandt Niklas,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,Kocian Tomas,-,Batanov Ivan
24,2021/01/09,1051.0,2020/2021,M,Helios GRIZZLYS Giesen,SWD powervolleys DÜREN,3,2,Eshenko Pearson,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,-,-,-,,Schumann Philipp,Bann Blair,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Kocian Tomas,Deshane Jordan,-,-,Broshog Tim
25,2019/10/23,1018.0,2019/2020,M,Helios GRIZZLYS Giesen,BERLIN RECYCLING Volleys,2,3,Ringseis Florian,Richards Jordan,Gross Jasmine,Costa da Silva Paulo Victo,Kaminski Jonas,Stalekar Saso,Siirilä Tommi Juhani,Staples Max William,Francös Pedro Henrique,Clere Jerome Claude Pierr,Duarte Souza Da Silva Do,Kronthaler Niklas,-,,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,Pujol Pierre,-,-,Kowalski Adam
26,2020/11/14,1018.0,2020/2021,M,Netzhoppers KW-Bestensee,Volleyball Bisons Bühl,1,3,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,-,-,Szabó Alpár
27,2021/01/17,1058.0,2020/2021,M,TSV Unterhaching,Helios GRIZZLYS Giesen,1,3,Suck Fabian,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Severin,Petrusic Juro,Thom Benjamin,No Match,Gehringer Paul,Friedrich Roy,Paduretu Eric,,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,Kapur Milorad,-,-,-,-,Eshenko Pearson
28,2021/01/30,2101.0,2020/2021,F,NawaRo Straubing,Allianz MTV Stuttgart,3,0,Provaroni Claudia,Oiwoh Noemi Laureen,Ismaili Valbona,Norveel Kjersti,Kettenbach Elisabeth,Hölzig Annegret,Schweigmann Janna,Hänle Marie,Dreblow Sophie,Scholten Iris,-,-,-,,Segura Palleres Maria,Lohuis Juliët,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,Todorova Mira,-,-,-,Koskelo Roosa
29,2019/11/16,1039.0,2019/2020,M,BERLIN RECYCLING Volleys,SWD powervolleys DÜREN,3,0,Kowalski Adam,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,-,,Zachrich Jaromir,Schumann Philipp,Bann Blair,Brandt Niklas,Andrae Björn,Bogachev Egor,Brand Tobias,Andrei Michael,Burggräf Eric,Gevert Sebastián,Maase Lukas,Kocian Tomas,-,-,Broshog Tim
30,2019/23/11,1047.0,2019/2020,M,VfB Friedrichshafen,TSV Unterhaching,3,1,Worsley Joseph,Kocian Tomas,Späth-Westerholt Thilo,Mote Nehemiah,Menner Anton,Balean Rares,Janouch Jakub,Juhkami Martti,Malescha Daniel,Steuerwald Markus,Gjorgiev Nikola,-,-,,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Grozer Tim,Takagui Ana Tiemi,Weir James,Martinez Gion Ramon Rer,Tille Johannes,Apfelbach Karl,Hopt Jannis,-,-,-,Jarvis Jared
31,2021/02/06,1075.0,2020/2021,M,SVG Lüneburg,TSV Unterhaching,3,0,Koslowsky Tyler,Ewert Jordan,van Solkema Gijs,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Krage Florian,-,-,-,-,,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Niklas,Petrusic Juro,Thom Benjamin,Gehringer Paul,Paduretu Eric,Chefai Mohamed,-,-,-,Suck Fabian
32,2020/12/20,1041.0,2020/2021,M,SWD powervolleys DÜREN,TSV Unterhaching,3,0,Batanov Ivan,Broshog Tim,Schumann Philipp,Ireland Craig,Andrae Björn,Ernastowicz Marcin,Brand Tobias,Burggräf Eric,Gevert Sebastián,Van Berkel Lucas Joshua,Laumann Neo,Kocian Tomas,-,,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Paduretu Eric,Chefai Mohamed,-,-,-,Suck Fabian
33,2019/11/13,1031.0,2019/2020,M,WWK Volleys Herrsching,SVG Lüneburg,0,3,Peta Mircea Paul,Sagstetter Jonas,Watanabe Shunsuke,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,-,-,,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Martinez Gion Ramon Rer,Tille Johannes,Apfelbach Karl,Hopt Jannis,-,-,Jarvis Jared
34,2020/25/01,2081.0,2020/2021,F,VfB Suhl LOTTO Thüringen,USC Münster,0,3,Patockova Tereza,Jasper Hester,Tauchert Sophie,Siebring Anniek,Watson Karis Elizabeth,Steger Claudia,Jacobson McKenzie,Agost Taylor,-,-,-,-,-,,Nelson Taylor Kaera,Keller Luisa,Luther Doreen,Kastrup Liza,Korevaar Demi Johanna Marijke,Vanjak Ivana,Alsmeier Lina,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Reusch Johann,-,-,-,Bock Linda
35,2021/02/17,1066.0,2020/2021,M,Helios GRIZZLYS Giesen,Volleyball Bisons Bühl,1,3,Eshenko Pearson,Krüger Merten,van Tilburg Stijn,Wagner Hauke,Menner Anton,Mayaula Nzeza Magloire,Seybering David,Röling Jan,Hopt Jannis,Schippmann Timon,Kern Jacob,-,-,,Stöhr Tim,Thiel Stefan,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Meier Leon,Ringseis Florian,Kronthaler Niklas,Lopez Tomas,-,-,-,Szabó Alpár
36,2019/12/14,1057.0,2019/2020,M,Netzhoppers KW-Bestensee,TSV Unterhaching,2,3,Herr Luke Thomas A.,Jalowietzki Jan,Scholten Iris,Ofoha Uchenna,Erdmann Jonathan,Klooss Adrian Lennart,Westphal Dirk,Just Maximilian,Ratajczak Kamil,Timmermann Theo,Lambert Adeja,-,-,,Petter Michelle,Dervisaj Leon,Nagel Friederich,Mönnich Johannes,Barfield Lauren,Grozer Tim,Takagui Ana Tiemi,Weir James,Martinez Gion Ramon Rer,Tille Johannes,Apfelbach Karl,Hopt Jannis,-,-,Jarvis Jared
37,2020/12/06,1033.0,2020/2021,M,Netzhoppers KW-Bestensee,TSV Unterhaching,3,0,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Paduretu Eric,Chefai Mohamed,-,-,-,-,Suck Fabian
38,2021/01/13,1052.0,2020/2021,M,VfB Friedrichshafen,WWK Volleys Herrsching,3,1,Worsley Joseph,Aylsworth Avery,Engelmann Linus,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,No Match,Cru Markiic,No Match,Fial Radi vi allaz David,-,-,,Lembach Justus,Peter Tim,van der Ent Luuc Cornelius,Tille Johannes,Tille Ferdinand,Kaminski Jonas,Ferch Iven Fietje,Welsch Laurenz,Mantha Jori Alexander,Penrose Jalen,Wieczorek David Matthew,-,-,-,Ilic Dorde
39,2020/01/29,2086.0,2019/2020,F,NawaRo Straubing,Ladies in Black Aachen,3,2,Steen Knudsen Ragni,Stöhr Tim,Jatzko Romy,Lovo Steinsvag Oda,Turla Sofia,Ismaili Valbona,Wesser Julia,Große Scharmann Lena,Guilliams Jodie,Izquierdo-Mocasqui Lisa,Dreblow Sophie,-,-,,Divoux Aziliz,Thater Emily Grace,Blenckers Lynn,Polder Tessa,Olimstad Emilie,Malik Polina,Storck Maja,Hindriksen Mareike,Bernard Manon,-,-,-,-,-,Agbortabi Vanessa
40,2020/10/18,2110.0,2020/2021,F,SC Potsdam,SSC Palmberg Schwerin,2,3,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Stautz Antonia,Speech Symone,Ruddins Lindsey,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,-,-,-,,Stoltenborg Femke,Jatzko Romy,Pogany Anna,Nestler Patricia,Agost Taylor,Alsmeier Lina,Oude Luttikhuis Nicole,Spelman Hayley,Barfield Lauren,Imoudu Denise,Schölzel Marie,Ambrosius Lea,-,-,Szakmáry Greta
41,2021/02/14,1220.0,2020/2021,M,TSV Unterhaching,VCO Berlin,1,3,Suck Fabian,Zahar George Alexandru,Sagstetter Jonas,Sagstetter Benedikt,Topuzliev Simeon,Graven Leonard,Brandt Niklas,Petrusic Juro,Thom Benjamin,Gehringer Paul,Friedrich Roy,Malcher Moritz,Paduretu Eric,,Eckardt Moritz,Hosch Tobias,Frohberg Marco,Möller Onno,Röhrs Erik,John Filip,Lind Jonas,Hüther Franz,Schulz Max,Reusch Johann,Breburda Jan,Brentel Jannik,-,-,Kersting Maximilian
42,2020/10/17,1047.0,2020/2021,M,VC Wiesbaden,VfB Friedrichshafen,0,3,Keturakis Byron,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,-,,Mote Nehemiah,Juhkami Martti,Balean Rares,van de Velde Arno,Vincic Dejan,Bonin Ben-Simon,Weber Linus,Steuerwald Markus,Maase Lukas,No Match,Marechal Nicolas,-,-,-,Worsley Joseph
43,2020/10/31,1011.0,2020/2021,M,Volleyball Bisons Bühl,BERLIN RECYCLING Volleys,3,1,Szabó Alpár,Stöhr Tim,Thiel Stefan,Lind Jonas,Gallas Simon,Aloisi Luciano,Vaskelis Edvinas,Henning Paul,Jurkovics Mathäus,Röhrs Erik,Meier Leon,Ringseis Florian,Kronthaler Niklas,,Moraes Davy,Michelucci Renan,Grankin Sergey,Carle Timothée,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Carbonera Éder,Pujol Pierre,-,-,-,-,Kowalski Adam
44,2021/17/02,2013.0,2021/2022,F,SC Potsdam,Allianz MTV Stuttgart,3,0,Agbortabi Vanessa,Wilczek Natalie,Abercrombie Brittany,Nogueras Jennifer,Stautz Antonia,Speech Symone,Ruddins Lindsey,Straube Sarah,Erzen Darja,Veltman Kelsey,Jegdic Aleksandra,Flory Lindsay,Emonts Laura,,Segura Palleres Maria,Lohuis Juliët,Jasper Hester,Grozer Dora,Rosenthal Jenna,Kästner Pia,Große Scharmann Lena,Papafotiou Athina,Rivers Krystal,Berger Lara,Mlejnkova Michaela,Todorova Mira,-,-,Koskelo Roosa
45,2020/10/31,1014.0,2020/2021,M,SVG Lüneburg,Netzhoppers KW-Bestensee,2,3,Koslowsky Tyler,Dervisaj Leon,Ewert Jordan,Lindberg Viktor,Pörner Jannik,Craft William,Gerken Hannes,Peemüller Richard,Solbrig Dalton,Krage Florian,Schlien Michel,-,-,,Jalowietzki Jan,Weir James,Goralik Yannick,Jackson James,Klooss Adrian Lennart,Westphal Dirk,Allik Karli,Ratajczak Kamil,Timmermann Theo,Mönnich Johannes,Kovác Jakub,Gust Levin,-,-,Keturakis Byron
46,2020/10/04,2003.0,2020/2021,F,USC Münster,VC Wiesbaden,3,2,Bock Linda,Nelson Taylor Kaera,Brinkmann Anika,Kastrup Liza,Korevaar Demi Johanna Marijke,Lambert Adeja,Barber Nele,Langgemach Juliane,van Aalen Sarah Emma,Wezorke Barbara Roxana,Lacerda Pereira Heloiza,Mohr Pia,-,,Großer Tanja,Wong-Orantes Justine,Hetmann Selma Theresa,Runjic Marijeta,Vyklická Klara,Neuhaus Frauke,Evans Ashley,Vedder Lena,Wruck Anna,Bjerland Renate,-,-,-,-,Schultz Pauline
47,2019/10/30,1109.0,2019/2020,M,BERLIN RECYCLING Volleys,WWK Volleys Herrsching,3,0,Kowalski Adam,Ensing Kyle,Jendryk Il Jeffrey,Malcher Moritz,Grankin Sergey,Klein Georg,Reusch Johann,Zenger Julian,Kessel Cody,Tuia Samuele,Patch Benjamin,Le Goff Nicolas,-,,Peta Mircea Paul,Sagstetter Jonas,Krüger Merten,Halanda Tomas,Peemüller Richard,Prokopczuk Rafal,Brand Tobias,Jurkovics Mathäus,Hamzagic Irfan,Van der Ent Luuc,Knauer Marko Julian,Antony Carlos,Sagstetter Jonas,-,Filho Roosewelt
